chr1	5000001	10000000	2
chr1	20000001	25000000	2
chr1	35000001	40000000	2
chr1	40000001	45000000	2
chr1	45000001	50000000	2
chr1	50000001	55000000	2
chr1	55000001	60000000	2
chr1	60000001	65000000	2
chr1	65000001	70000000	2
chr1	70000001	75000000	2
chr1	75000001	80000000	2
chr1	80000001	85000000	2
chr1	85000001	90000000	2
chr1	90000001	95000000	2
chr1	95000001	100000000	2
chr1	105000001	110000000	2
chr1	110000001	115000000	2
chr1	115000001	120000000	2
chr1	150000001	155000000	2
chr1	155000001	160000000	2
chr1	160000001	165000000	2
chr1	165000001	170000000	2
chr1	170000001	175000000	2
chr1	175000001	180000000	2
chr1	180000001	185000000	2
chr1	185000001	190000000	2
chr1	190000001	195000000	2
chr1	195000001	200000000	2
chr1	200000001	205000000	2
chr1	210000001	215000000	2
chr1	215000001	220000000	2
chr1	225000001	230000000	2
chr1	230000001	235000000	2
chr1	240000001	245000000	2
chr2	10000001	15000000	2
chr2	25000001	30000000	2
chr2	35000001	40000000	2
chr2	40000001	45000000	2
chr2	45000001	50000000	2
chr2	50000001	55000000	2
chr2	55000001	60000000	2
chr2	60000001	65000000	2
chr2	65000001	70000000	2
chr2	70000001	75000000	2
chr2	75000001	80000000	2
chr2	80000001	85000000	2
chr2	100000001	105000000	2
chr2	105000001	110000000	2
chr2	115000001	120000000	2
chr2	120000001	125000000	2
chr2	125000001	130000000	2
chr2	130000001	135000000	2
chr2	135000001	140000000	2
chr2	140000001	145000000	2
chr2	150000001	155000000	2
chr2	155000001	160000000	2
chr2	160000001	165000000	2
chr2	165000001	170000000	2
chr2	170000001	175000000	2
chr2	175000001	180000000	2
chr2	180000001	185000000	2
chr2	185000001	190000000	2
chr2	190000001	195000000	2
chr2	195000001	200000000	2
chr2	200000001	205000000	2
chr2	205000001	210000000	2
chr2	210000001	215000000	2
chr2	215000001	220000000	2
chr2	220000001	225000000	2
chr2	225000001	230000000	2
chr3	5000001	10000000	2
chr3	10000001	15000000	2
chr3	15000001	20000000	2
chr3	20000001	25000000	2
chr3	25000001	30000000	2
chr3	30000001	35000000	2
chr3	35000001	40000000	2
chr3	40000001	45000000	2
chr3	45000001	50000000	2
chr3	50000001	55000000	2
chr3	55000001	60000000	2
chr3	70000001	75000000	2
chr3	75000001	80000000	2
chr3	80000001	85000000	2
chr3	85000001	90000000	2
chr3	95000001	100000000	2
chr3	100000001	105000000	2
chr3	105000001	110000000	2
chr3	110000001	115000000	2
chr3	115000001	120000000	2
chr3	120000001	125000000	2
chr3	125000001	130000000	2
chr3	130000001	135000000	2
chr3	135000001	140000000	2
chr3	140000001	145000000	2
chr3	145000001	150000000	2
chr3	150000001	155000000	2
chr3	155000001	160000000	2
chr3	160000001	165000000	2
chr3	165000001	170000000	2
chr3	170000001	175000000	2
chr3	175000001	180000000	2
chr3	180000001	185000000	2
chr3	185000001	190000000	2
chr4	10000001	15000000	2
chr4	15000001	20000000	2
chr4	20000001	25000000	2
chr4	25000001	30000000	2
chr4	35000001	40000000	2
chr4	60000001	65000000	2
chr4	65000001	70000000	2
chr4	70000001	75000000	2
chr4	80000001	85000000	2
chr4	85000001	90000000	2
chr4	90000001	95000000	2
chr4	95000001	100000000	2
chr4	100000001	105000000	2
chr4	105000001	110000000	2
chr4	110000001	115000000	2
chr4	115000001	120000000	2
chr4	120000001	125000000	2
chr4	125000001	130000000	2
chr4	130000001	135000000	2
chr4	135000001	140000000	2
chr4	140000001	145000000	2
chr4	145000001	150000000	2
chr4	150000001	155000000	2
chr4	155000001	160000000	2
chr4	160000001	165000000	2
chr4	165000001	170000000	2
chr4	170000001	175000000	2
chr4	175000001	180000000	2
chr4	180000001	185000000	2
chr4	185000001	190000000	2
chr5	5000001	10000000	2
chr5	10000001	15000000	2
chr5	20000001	25000000	2
chr5	25000001	30000000	2
chr5	30000001	35000000	2
chr5	35000001	40000000	2
chr5	40000001	45000000	2
chr5	50000001	55000000	2
chr5	55000001	60000000	2
chr5	60000001	65000000	2
chr5	65000001	70000000	2
chr5	70000001	75000000	2
chr5	75000001	80000000	2
chr5	80000001	85000000	2
chr5	85000001	90000000	2
chr5	95000001	100000000	2
chr5	100000001	105000000	2
chr5	105000001	110000000	2
chr5	110000001	115000000	2
chr5	115000001	120000000	2
chr5	120000001	125000000	2
chr5	125000001	130000000	2
chr5	130000001	135000000	2
chr5	140000001	145000000	2
chr5	145000001	150000000	2
chr5	150000001	155000000	2
chr5	160000001	165000000	2
chr5	165000001	170000000	2
chr5	170000001	175000000	2
chr5	175000001	180000000	2
chr6	5000001	10000000	2
chr6	10000001	15000000	2
chr6	15000001	20000000	2
chr6	20000001	25000000	2
chr6	25000001	30000000	2
chr6	30000001	35000000	2
chr6	35000001	40000000	2
chr6	40000001	45000000	2
chr6	45000001	50000000	2
chr6	50000001	55000000	2
chr6	65000001	70000000	2
chr6	70000001	75000000	2
chr6	75000001	80000000	2
chr6	80000001	85000000	2
chr6	85000001	90000000	2
chr6	90000001	95000000	2
chr6	100000001	105000000	2
chr6	105000001	110000000	2
chr6	110000001	115000000	2
chr6	120000001	125000000	2
chr6	125000001	130000000	2
chr6	130000001	135000000	2
chr6	135000001	140000000	2
chr6	140000001	145000000	2
chr6	145000001	150000000	2
chr6	150000001	155000000	2
chr6	160000001	165000000	2
chr7	5000001	10000000	2
chr7	10000001	15000000	2
chr7	15000001	20000000	2
chr7	20000001	25000000	2
chr7	25000001	30000000	2
chr7	30000001	35000000	2
chr7	35000001	40000000	2
chr7	40000001	45000000	2
chr7	45000001	50000000	2
chr7	65000001	70000000	2
chr7	75000001	80000000	2
chr7	80000001	85000000	2
chr7	85000001	90000000	2
chr7	90000001	95000000	2
chr7	95000001	100000000	2
chr7	105000001	110000000	2
chr7	110000001	115000000	2
chr7	115000001	120000000	2
chr7	120000001	125000000	2
chr7	125000001	130000000	2
chr7	145000001	150000000	2
chr8	15000001	20000000	2
chr8	20000001	25000000	2
chr8	25000001	30000000	2
chr8	30000001	35000000	2
chr8	35000001	40000000	2
chr8	50000001	55000000	2
chr8	55000001	60000000	2
chr8	60000001	65000000	2
chr8	65000001	70000000	2
chr8	70000001	75000000	2
chr8	75000001	80000000	2
chr8	80000001	85000000	2
chr8	90000001	95000000	2
chr8	95000001	100000000	2
chr8	100000001	105000000	2
chr8	105000001	110000000	2
chr8	110000001	115000000	2
chr8	115000001	120000000	2
chr8	120000001	125000000	2
chr8	125000001	130000000	2
chr8	130000001	135000000	2
chr8	135000001	140000000	2
chr9	5000001	10000000	2
chr9	10000001	15000000	2
chr9	15000001	20000000	2
chr9	20000001	25000000	2
chr9	25000001	30000000	2
chr9	30000001	35000000	2
chr9	75000001	80000000	2
chr9	80000001	85000000	2
chr9	85000001	90000000	2
chr9	95000001	100000000	2
chr9	100000001	105000000	2
chr9	105000001	110000000	2
chr9	110000001	115000000	2
chr9	115000001	120000000	2
chr9	120000001	125000000	2
chr9	125000001	130000000	2
chr10	5000001	10000000	2
chr10	10000001	15000000	2
chr10	20000001	25000000	2
chr10	25000001	30000000	2
chr10	30000001	35000000	2
chr10	55000001	60000000	2
chr10	65000001	70000000	2
chr10	70000001	75000000	2
chr10	75000001	80000000	2
chr10	80000001	85000000	2
chr10	85000001	90000000	2
chr10	90000001	95000000	2
chr10	95000001	100000000	2
chr10	100000001	105000000	2
chr10	105000001	110000000	2
chr10	110000001	115000000	2
chr10	120000001	125000000	2
chr11	5000001	10000000	2
chr11	10000001	15000000	2
chr11	15000001	20000000	2
chr11	20000001	25000000	2
chr11	25000001	30000000	2
chr11	30000001	35000000	2
chr11	35000001	40000000	2
chr11	40000001	45000000	2
chr11	45000001	50000000	2
chr11	55000001	60000000	2
chr11	60000001	65000000	2
chr11	70000001	75000000	2
chr11	75000001	80000000	2
chr11	80000001	85000000	2
chr11	90000001	95000000	2
chr11	100000001	105000000	2
chr11	105000001	110000000	2
chr11	110000001	115000000	2
chr11	115000001	120000000	2
chr11	120000001	125000000	2
chr11	125000001	130000000	2
chr12	10000001	15000000	2
chr12	15000001	20000000	2
chr12	20000001	25000000	2
chr12	25000001	30000000	2
chr12	40000001	45000000	2
chr12	45000001	50000000	2
chr12	50000001	55000000	2
chr12	55000001	60000000	2
chr12	60000001	65000000	2
chr12	65000001	70000000	2
chr12	70000001	75000000	2
chr12	75000001	80000000	2
chr12	80000001	85000000	2
chr12	85000001	90000000	2
chr12	90000001	95000000	2
chr12	95000001	100000000	2
chr12	100000001	105000000	2
chr12	110000001	115000000	2
chr12	115000001	120000000	2
chr12	125000001	130000000	2
chr13	20000001	25000000	2
chr13	25000001	30000000	2
chr13	30000001	35000000	2
chr13	35000001	40000000	2
chr13	40000001	45000000	2
chr13	45000001	50000000	2
chr13	50000001	55000000	2
chr13	55000001	60000000	2
chr13	60000001	65000000	2
chr13	65000001	70000000	2
chr13	70000001	75000000	2
chr13	75000001	80000000	2
chr13	80000001	85000000	2
chr13	90000001	95000000	2
chr13	95000001	100000000	2
chr13	100000001	105000000	2
chr13	105000001	110000000	2
chr14	20000001	25000000	2
chr14	25000001	30000000	2
chr14	30000001	35000000	2
chr14	35000001	40000000	2
chr14	40000001	45000000	2
chr14	45000001	50000000	2
chr14	50000001	55000000	2
chr14	55000001	60000000	2
chr14	60000001	65000000	2
chr14	65000001	70000000	2
chr14	70000001	75000000	2
chr14	75000001	80000000	2
chr14	80000001	85000000	2
chr14	85000001	90000000	2
chr14	90000001	95000000	2
chr14	95000001	100000000	2
chr14	100000001	105000000	2
chr15	30000001	35000000	2
chr15	35000001	40000000	2
chr15	40000001	45000000	2
chr15	45000001	50000000	2
chr15	50000001	55000000	2
chr15	55000001	60000000	2
chr15	60000001	65000000	2
chr15	65000001	70000000	2
chr15	70000001	75000000	2
chr15	75000001	80000000	2
chr15	90000001	95000000	2
chr15	95000001	100000000	2
chr16	10000001	15000000	2
chr16	15000001	20000000	2
